player,position,team,is_active,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,otc_id,gsis_id
Foster Moreau,TE,Texans,True,2026,2.0,6.3,3.15,3.0,0.01,6.3,3.15,3.0,7928,00-0034981
Michael Mayer,TE,Raiders,True,2023,4.0,9.313638,2.32841,7.596697,0.01,12.478949,3.119738,10.178493,10859,00-0039066
Durham Smythe,TE,Ravens,True,2026,1.0,3.0,3.0,2.0,0.01,3.0,3.0,2.0,7008,00-0034798
Tyler Higbee,TE,Rams,True,2026,2.0,6.0,3.0,4.0,0.01,6.0,3.0,4.0,4823,00-0033110
David Njoku,TE,Chargers,True,2026,1.0,3.0,3.0,0.85,0.01,3.0,3.0,0.85,5613,00-0033885
Luke Musgrave,TE,Packers,True,2023,4.0,8.475742,2.118936,6.348437,0.009000000000000001,11.356288,2.839073,8.506002,10866,00-0039144
Mason Taylor,TE,Jets,True,2025,4.0,10.466192,2.616548,9.559309,0.009000000000000001,11.290892,2.822723,10.31255,12402,00-0040736
Hunter Long,TE,JAX/ARI,True,2025,2.0,5.0,2.5,3.0,0.009000000000000001,5.393983,2.696991,3.23639,9545,00-0037004
Eric Saubert,TE,Seahawks,True,2025,1.0,2.5,2.5,0.788888,0.009000000000000001,2.696991,2.696991,0.85105,5760,00-0033576
Mo Alie-Cox,TE,Colts,True,2026,1.0,2.6875,2.6875,2.1875,0.009000000000000001,2.6875,2.6875,2.1875,5618,00-0033217
Terrance Ferguson,TE,Rams,True,2025,4.0,9.713466,2.428367,8.046753,0.009000000000000001,10.478854,2.619714,8.680809,12406,00-0040737
Brady Russell,TE,Seahawks,True,2026,2.0,4.8,2.4,2.145,0.008,4.8,2.4,2.145,11288,00-0038488
Elijah Arroyo,TE,Seahawks,True,2025,4.0,8.813372,2.203343,6.872548,0.008,9.507835,2.376959,7.414081,12410,00-0040739
Connor Heyward,TE,Raiders,True,2026,2.0,4.5,2.25,2.0,0.006999999999999999,4.5,2.25,2.0,10253,00-0037304
Andrew Ogletree,TE,Colts,True,2026,1.0,2.25,2.25,1.5,0.006999999999999999,2.25,2.25,1.5,10237,00-0037292
Eli Stowers,TE,Eagles,True,2026,4.0,8.892964,2.223241,7.277752,0.006999999999999999,8.892964,2.223241,7.277752,13198,00-0041483
Nate Boerkircher,TE,Jaguars,True,2026,4.0,8.538996,2.134749,6.737771,0.006999999999999999,8.538996,2.134749,6.737771,13200,00-0041503
Ben Sinnott,TE,Commanders,True,2024,4.0,7.22795,1.806988,4.597851,0.006999999999999999,8.524113,2.131029,5.422368,11661,00-0039912
Luke Schoonmaker,TE,Cowboys,True,2023,4.0,6.266678,1.56667,3.342433,0.006999999999999999,8.396456,2.099115,4.478384,10882,00-0038547
Marlin Klein,TE,Texans,True,2026,4.0,8.184982,2.046246,6.243882,0.006999999999999999,8.184982,2.046246,6.243882,13203,00-0041472
Max Klare,TE,Rams,True,2026,4.0,8.019796,2.004949,5.976625,0.006999999999999999,8.019796,2.004949,5.976625,13205,00-0041510
Grant Calcaterra,TE,Eagles,True,2026,1.0,2.0,2.0,0.7,0.006999999999999999,2.0,2.0,0.7,10243,00-0037086
Jonnu Smith,TE,Packers,True,2026,1.0,2.0,2.0,0.35,0.006999999999999999,2.0,2.0,0.35,5686,00-0033858
Quintin Morris,TE,Jaguars,True,2026,1.0,2.0,2.0,1.7,0.006999999999999999,2.0,2.0,1.7,9733,00-0036590
Josh Whyle,TE,Packers,True,2026,1.0,2.0,2.0,0.37,0.006999999999999999,2.0,2.0,0.37,10971,00-0038589
Sam Roush,TE,Bears,True,2026,4.0,7.336666,1.834167,1.795756,0.006,7.336666,1.834167,1.795756,13213,00-0041558
Harold Fannin Jr.,TE,Browns,True,2025,4.0,6.742886,1.685722,1.543916,0.006,7.274202,1.818551,1.665571,12427,00-0040663
Oscar Delp,TE,Saints,True,2026,4.0,7.206404,1.801601,1.70102,0.006,7.206404,1.801601,1.70102,13217,00-0041041
Will Kacmarek,TE,Dolphins,True,2026,4.0,6.849462,1.712366,1.441428,0.006,6.849462,1.712366,1.441428,13231,00-0041524
Tip Reiman,TE,Cardinals,True,2024,4.0,5.789912,1.447478,1.030844,0.006,6.828197,1.707049,1.215702,11690,00-0039737
Eli Raridon,TE,Patriots,True,2026,4.0,6.748712,1.687178,1.368152,0.006,6.748712,1.687178,1.368152,13239,00-0041395
Ko Kieft,TE,Buccaneers,True,2026,1.0,1.65,1.65,0.6,0.005,1.65,1.65,0.6,10263,00-0037311
Nate Adkins,TE,Broncos,True,2026,1.0,1.635,1.635,0.3,0.005,1.635,1.635,0.3,11337,00-0038783
Ian Thomas,TE,Raiders,True,2026,1.0,1.615,1.615,0.6125,0.005,1.615,1.615,0.6125,6986,00-0034365
Johnny Mundt,TE,Eagles,True,2026,1.0,1.5,1.5,0.75,0.005,1.5,1.5,0.75,5857,00-0033246
Chris Manhertz,TE,Giants,True,2026,1.0,1.4875,1.4875,0.2625,0.005,1.4875,1.4875,0.2625,3800,00-0031484
Andrew Beck,TE,Jets,True,2026,1.0,1.4875,1.4875,1.2625,0.005,1.4875,1.4875,1.2625,8077,00-0034959
Ja'Tavion Sanders,TE,Panthers,True,2024,4.0,5.044236,1.261059,0.874236,0.005,5.948801,1.4872,1.03101,11709,00-0039356
Theo Johnson,TE,Giants,True,2024,4.0,4.851436,1.212859,0.831436,0.005,5.721427,1.430357,0.980535,11715,00-0039847
Erick All,TE,Bengals,True,2024,4.0,4.813104,1.203276,0.793104,0.005,5.676221,1.419055,0.935329,11723,00-0039814
A.J. Barner,TE,Seahawks,True,2024,4.0,4.775108,1.193777,0.755108,0.005,5.631412,1.407853,0.890519,11729,00-0039793
Cade Stover,TE,Texans,True,2024,4.0,4.758936,1.189734,0.738936,0.005,5.61234,1.403085,0.871447,11731,00-0039359
Kylen Granson,TE,Titans,True,2026,1.0,1.4025,1.4025,0.625,0.005,1.4025,1.4025,0.625,9591,00-0036876
Gunnar Helm,TE,Titans,True,2025,4.0,5.172908,1.293227,0.972908,0.005,5.580515,1.395129,1.04957,12480,00-0040584
Jared Wiley,TE,Chiefs,True,2024,4.0,4.70862,1.177155,0.68862,0.005,5.553001,1.38825,0.812108,11739,00-0039824
Will Mallory,TE,Colts,True,2023,4.0,4.130592,1.032648,0.290592,0.005,5.534405,1.383601,0.389352,10986,00-0038394
Payne Durham,TE,Buccaneers,True,2023,4.0,4.08498,1.021245,0.24498,0.005,5.473292,1.368323,0.328238,10995,00-0039050
Davis Allen,TE,Rams,True,2023,4.0,4.08498,1.021245,0.24498,0.005,5.473292,1.368323,0.328238,10999,00-0039074
Tyler Conklin,TE,Lions,True,2026,1.0,1.3,1.3,0.0,0.004,1.3,1.3,0.0,7042,00-0034270
Darren Waller,TE,Panthers,True,2026,1.0,1.3,1.3,0.0,0.004,1.3,1.3,0.0,4052,00-0031610
Robert Tonyan,TE,Steelers,True,2026,1.0,1.3,1.3,0.0,0.004,1.3,1.3,0.0,6223,00-0033757
Matthew Hibner,TE,Ravens,True,2026,4.0,5.169036,1.292259,0.789036,0.004,5.169036,1.292259,0.789036,13277,00-0040879
Feleipe Franks,TE,Panthers,True,2026,1.0,1.265,1.265,0.0,0.004,1.265,1.265,0.0,9915,00-0036825
Mitchell Evans,TE,Panthers,True,2025,4.0,4.590968,1.147742,0.390968,0.004,4.95272,1.23818,0.421775,12523,00-0040187
Oronde Gadsden II,TE,Chargers,True,2025,4.0,4.574036,1.143509,0.374036,0.004,4.934454,1.233614,0.403509,12525,00-0040189
Justin Joly,TE,DEN/MIA,True,2026,4.0,4.886104,1.221526,0.506104,0.004,4.886104,1.221526,0.506104,13296,00-0041077
Jackson Hawes,TE,Bills,True,2025,4.0,4.520216,1.130054,0.320216,0.004,4.876393,1.219098,0.345448,12533,00-0040194
Robbie Ouzts,TE,Seahawks,True,2025,4.0,4.520216,1.130054,0.320216,0.004,4.876393,1.219098,0.345448,12535,00-0040649
Tanner Koziol,TE,Jaguars,True,2026,4.0,4.85684,1.21421,0.47684,0.004,4.85684,1.21421,0.47684,13308,00-0041084
Riley Nowakowski,TE,Steelers,True,2026,4.0,4.823256,1.205814,0.443256,0.004,4.823256,1.205814,0.443256,13313,00-0041398
Joe Royer,TE,Browns,True,2026,4.0,4.812596,1.203149,0.432596,0.004,4.812596,1.203149,0.432596,13314,00-0041087
Gavin Bartholomew,TE,Vikings,True,2025,4.0,4.415824,1.103956,0.215824,0.004,4.763776,1.190944,0.23283,12562,00-0040215
Josh Cuevas,TE,Ravens,True,2026,4.0,4.759476,1.189869,0.379476,0.004,4.759476,1.189869,0.379476,13317,00-0040887
Seydou Traore,TE,Dolphins,True,2026,4.0,4.759476,1.189869,0.379476,0.004,4.759476,1.189869,0.379476,13324,00-0041579
Jelani Woods,TE,Jets,True,2026,1.0,1.175,1.175,0.0,0.004,1.175,1.175,0.0,10118,00-0037755
Bauer Sharp,TE,Buccaneers,True,2026,4.0,4.69658,1.174145,0.31658,0.004,4.69658,1.174145,0.31658,13329,00-0041094
Thomas Fidone II,TE,Giants,True,2025,4.0,4.349516,1.087379,0.149516,0.004,4.692243,1.173061,0.161297,12579,00-0040225
Brevin Jordan,TE,Texans,True,2026,1.0,1.17,1.17,0.025,0.004,1.17,1.17,0.025,9611,00-0036556
Blake Whiteheart,TE,Browns,True,2026,1.0,1.145,1.145,0.0,0.004,1.145,1.145,0.0,11201,00-0038710
Jack Endries,TE,Bengals,True,2026,4.0,4.551016,1.137754,0.171016,0.004,4.551016,1.137754,0.171016,13365,00-0041116
Jaren Kanak,TE,Titans,True,2026,4.0,4.543412,1.135853,0.163412,0.004,4.543412,1.135853,0.163412,13369,00-0040901
Carsen Ryan,TE,Browns,True,2026,4.0,4.500488,1.125122,0.120488,0.004,4.500488,1.125122,0.120488,13392,00-0041131
Dallen Bentley,TE,Broncos,True,2026,4.0,4.500488,1.125122,0.120488,0.004,4.500488,1.125122,0.120488,13400,00-0041133
Brevyn Spann-Ford,TE,Cowboys,True,2024,3.0,2.85,0.95,0.245,0.004,3.361081,1.12036,0.288935,11906,00-0039530
David Martin-Robinson,TE,Titans,True,2024,3.0,2.8375,0.945833,0.0175,0.004,3.346339,1.115446,0.020638,11954,00-0039648
E.J. Jenkins,TE,Eagles,True,2026,2.0,2.165333,1.082667,0.040333,0.004,2.165333,1.082667,0.040333,11261,00-0038498
Jake Briningstool,TE,Chiefs,True,2025,3.0,2.995,0.998333,0.264,0.004,3.230996,1.076998,0.284802,12642,00-0040081
Nick Kallerup,TE,Seahawks,True,2025,3.0,2.99,0.996667,0.259,0.004,3.225602,1.075201,0.279408,12763,00-0040058
Cole Turner,TE,Dolphins,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,10194,00-0037078
Ben Yurosek,TE,Vikings,True,2025,3.0,2.985,0.995,0.254,0.004,3.220208,1.073403,0.274014,12963,00-0040509
Keleki Latu,TE,Bills,True,2025,3.0,2.965,0.988333,0.0,0.004,3.198632,1.06621,0.0,12780,00-0040363
Princeton Fant,TE,Cowboys,True,2026,2.0,2.125,1.0625,0.0,0.004,2.125,1.0625,0.0,11411,00-0038735
D.J. Rogers,TE,Cowboys,True,2026,3.0,3.125,1.041667,0.2,0.003,3.125,1.041667,0.2,13646,00-0040938
John Michael Gyllenborg,TE,Chiefs,True,2026,3.0,3.12,1.04,0.2675,0.003,3.12,1.04,0.2675,13577,00-0040955
Tanner Arkin,TE,Patriots,True,2026,3.0,3.1175,1.039167,0.1625,0.003,3.1175,1.039167,0.1625,13418,00-0041314
Jameson Geers,TE,Cardinals,True,2026,3.0,3.115,1.038333,0.125,0.003,3.115,1.038333,0.125,13784,00-0041366
Carson Towt,TE,Colts,True,2026,3.0,3.11,1.036667,0.12,0.003,3.11,1.036667,0.12,13143,00-0040853
Hayden Large,TE,Bears,True,2026,3.0,3.1075,1.035833,0.0675,0.003,3.1075,1.035833,0.0675,13684,00-0041170
Treyton Welch,TE,Saints,True,2026,1.0,1.005,1.005,0.0,0.003,1.005,1.005,0.0,12217,00-0039518
Nikola Kalinic,TE,Bears,True,2026,1.0,1.005,1.005,0.0,0.003,1.005,1.005,0.0,10041,00-0037031
Cameron Latu,TE,Patriots,True,2025,2.0,1.845,0.9225,0.0,0.003,1.99038,0.99519,0.0,10925,00-0038564
Moliki Matavao,TE,Saints,True,2025,2.0,1.845,0.9225,0.0,0.003,1.99038,0.99519,0.0,12608,00-0040244
Carter Runyon,TE,Raiders,True,2025,2.0,1.845,0.9225,0.0,0.003,1.99038,0.99519,0.0,13051,00-0040488
Caleb Lohner,TE,Broncos,True,2026,2.0,1.935,0.9675,0.0,0.003,1.935,0.9675,0.0,12601,00-0040240
Mark Redman,TE,Packers,True,2026,2.0,1.935,0.9675,0.0,0.003,1.935,0.9675,0.0,12831,00-0040598
Thomas Yassmin,TE,Packers,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,12205,
Chamon Metayer,TE,Panthers,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,13502,
Nick Muse,TE,Falcons,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,10272,00-0037317
Brayden Willis,TE,49ers,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,11071,00-0038643
Teagan Quitoriano,TE,Cardinals,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,10215,00-0037277
Nick Vannett,TE,Ravens,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,4807,00-0032394
Chris Myarick,TE,Raiders,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,8252,00-0035345
Stephen Carlson,TE,Bears,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,8199,00-0035039
Tanner Hudson,TE,Bengals,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,7519,00-0034613
Stone Smartt,TE,Saints,True,2026,1.0,0.36,0.36,0.0,0.001,0.36,0.36,0.0,10559,00-0037475
Lucas Krull,TE,Broncos,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,10575,00-0037539
Shane Zylstra,TE,Patriots,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9984,00-0036534
Pharaoh Brown,TE,Colts,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,6080,00-0033439
James Mitchell,TE,Cowboys,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,10222,00-0037282
Messiah Swinson,TE,Browns,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,12123,00-0039275
Khalil Dinkins,TE,49ers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13810,00-0041357
Tyler Pezza,TE,Ravens,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13470,00-0040986
Patrick Gurd,TE,Raiders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13633,00-0041016
Lake McRee,TE,Steelers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13498,00-0041263
Hayden Rucci,TE,Jaguars,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12006,00-0039489
Michael Trigg,TE,Cowboys,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13644,00-0040939
Zaire Mitchell-Paden,TE,Texans,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10398,00-0037340
Thomas Gordon,TE,Lions,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13121,00-0040697
Jack Velling,TE,Falcons,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13731,00-0041195
Kenny Fletcher Jr.,TE,Colts,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13774,00-0041252
Patrick Herbert,TE,Chargers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12724,00-0040331
Thomas Odukoya,TE,Chiefs,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10388,00-0038145
CJ Dippre,TE,Buccaneers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12684,00-0040566
Tre Watson,TE,Dolphins,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12887,00-0040094
Jack Westover,TE,Commanders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12019,00-0039305
Evan Svoboda,TE,Chargers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13600,00-0041384
Cam Grandy,TE,Vikings,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11915,00-0039631
Dan Villari,TE,Rams,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13789,00-0041422
Drake Dabney,TE,Packers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12991,00-0040628
Joel Wilson,TE,Titans,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11111,00-0039023
Shawn Bowman,TE,Cardinals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12186,00-0039550
Andrew Thomas,LT,Giants,True,2023,5.0,117.5,23.5,67.0,0.105,157.433274,31.486655,89.770463,8744,00-0036386
Rashawn Slater,LT,Chargers,True,2025,4.0,114.0,28.5,56.0,0.102,122.982808,30.745702,60.412607,9477,00-0037009
Christian Darrisaw,LT,Vikings,True,2024,4.0,104.0,26.0,43.725,0.102,122.649961,30.66249,51.566053,9487,00-0036616
Laremy Tunsil,LT,Commanders,True,2026,2.0,60.2,30.1,52.665,0.1,60.2,30.1,52.665,4726,00-0032380
Bernhard Raimann,LT,Colts,True,2025,4.0,100.0,25.0,45.0,0.09,107.879656,26.969914,48.545845,10122,00-0037757
Charles Cross,LT,Seahawks,True,2026,4.0,104.4,26.1,43.06,0.087,104.4,26.1,43.06,10054,00-0037821
Jordan Mailata,LT,Eagles,True,2024,3.0,66.0,22.0,41.0,0.086,77.835552,25.945184,48.352388,7118,00-0034429
Trent Williams,LT,49ers,True,2026,2.0,50.0,25.0,37.0,0.083,50.0,25.0,37.0,1466,00-0027857
Jake Matthews,LT,Falcons,True,2025,2.0,45.0,22.5,38.0,0.081,48.545845,24.272923,40.994269,2945,00-0031279
Garett Bolles,LT,Broncos,True,2024,4.0,82.0,20.5,23.735,0.08,96.704777,24.176194,27.991316,5604,00-0033538
Kolton Miller,LT,Raiders,True,2025,3.0,66.0,22.0,36.5,0.079,71.200573,23.733524,39.376074,6900,00-0034759
Dion Dawkins,LT,Bills,True,2024,3.0,60.06,20.02,30.205,0.078,70.830352,23.610117,35.621558,5649,00-0033904
Dan Moore Jr.,LT,Titans,True,2025,4.0,82.0,20.5,42.51,0.073,88.461318,22.11533,45.859642,9592,00-0036869
Ronnie Stanley,LT,Ravens,True,2025,3.0,60.0,20.0,44.0,0.07200000000000001,64.727794,21.575931,47.467049,4719,00-0032965
Alaric Jackson,LT,Rams,True,2025,3.0,57.75,19.25,30.0,0.069,62.300501,20.766834,32.363897,9957,00-0036603
Cole Van Lanen,LT,Jaguars,True,2025,3.0,51.0,17.0,25.0,0.061,55.018625,18.339542,26.969914,9678,00-0036655
Jaylon Moore,LT,Chiefs,True,2025,2.0,30.0,15.0,21.24,0.054000000000000006,32.363897,16.181948,22.913639,9619,00-0036557
Colton McKivitz,LT,49ers,True,2025,3.0,45.0,15.0,18.71,0.054000000000000006,48.545845,16.181948,20.184284,8893,00-0036256
Orlando Brown Jr.,LT,Bengals,True,2026,2.0,32.0,16.0,14.0,0.053,32.0,16.0,14.0,6968,00-0034752
Walker Little,LT,Jaguars,True,2024,3.0,40.5,13.5,25.944256,0.053,47.762725,15.920908,30.59675,9509,00-0036975
Will Campbell,LT,Patriots,True,2025,4.0,43.662098,10.915525,43.662098,0.039,47.102521,11.775631,47.102521,12364,00-0040699
Ikem Ekwonu,LT,Panthers,True,2022,4.0,27.56805,6.892013,27.56805,0.033,39.882309,9.970578,39.882309,10051,00-0037229
Spencer Fano,LT,Browns,True,2026,4.0,32.255828,8.063957,32.255828,0.027000000000000003,32.255828,8.063957,32.255828,13153,00-0041030
J.C. Latham,LT,Titans,True,2024,4.0,26.045188,6.511297,26.045188,0.025,30.715782,7.678945,30.715782,11615,00-0039731
Kelvin Banks Jr.,LT,Saints,True,2025,4.0,27.731246,6.932812,27.731246,0.025,29.916373,7.479094,29.916373,12369,00-0040125
Olu Fashanu,LT,Jets,True,2024,4.0,20.51071,5.127678,20.51071,0.02,24.188825,6.047207,24.188825,11619,00-0039790
Broderick Jones,LT,DAL/PIT,True,2023,4.0,16.626364,4.156591,16.626364,0.018000000000000002,22.276961,5.56924,22.276961,10838,00-0039109
Taliese Fuaga,LT,Saints,True,2024,4.0,17.348158,4.33704,17.348158,0.017,20.459143,5.114786,20.459143,11622,00-0039339
Braxton Jones,LT,Bears,True,2026,1.0,5.0,5.0,3.0,0.017,5.0,5.0,3.0,10213,00-0037081
Grey Zabel,LT,Seahawks,True,2025,4.0,18.47146,4.617865,18.47146,0.017,19.926948,4.981737,19.926948,12378,00-0040639
Alex Palczewski,LT,Broncos,True,2026,2.0,9.5,4.75,5.575,0.016,9.5,4.75,5.575,11334,00-0038796
Donovan Jackson,LT,Vikings,True,2025,4.0,17.177054,4.294264,17.177054,0.015,18.530547,4.632637,18.530547,12384,00-0040661
Vederian Lowe,LT,49ers,True,2026,2.0,9.25,4.625,5.75,0.015,9.25,4.625,5.75,10229,00-0037287
Josh Conerly Jr.,LT,Commanders,True,2025,4.0,15.681094,3.920274,15.681094,0.013999999999999999,16.91671,4.229178,16.91671,12389,00-0040686
Josh Jones,LT,Seahawks,True,2026,1.0,4.0,4.0,3.0,0.013000000000000001,4.0,4.0,3.0,8812,00-0036363
Rasheed Walker,LT,Panthers,True,2026,1.0,4.0,4.0,3.215,0.013000000000000001,4.0,4.0,3.215,10294,00-0037196
Josh Simmons,LT,Chiefs,True,2025,4.0,14.675356,3.668839,14.675356,0.013000000000000001,15.831724,3.957931,15.831724,12392,00-0040116
Tyler Guyton,LT,Cowboys,True,2024,4.0,13.155806,3.288952,13.155806,0.013000000000000001,15.514991,3.878748,15.514991,11637,00-0039341
Andrew Wylie,LT,Commanders,True,2026,2.0,7.5,3.75,3.7,0.012,7.5,3.75,3.7,6323,00-0033831
Blake Brandel,LT,Vikings,True,2024,3.0,9.5,3.166667,3.1,0.012,11.203602,3.734534,3.655912,8943,00-0036347
Trevor Penning,LT,Chargers,True,2026,1.0,3.5,3.5,3.5,0.012,3.5,3.5,3.5,10064,00-0037241
Jonah Savaiinaea,LT,Dolphins,True,2025,4.0,11.322472,2.830618,11.322472,0.01,12.214644,3.053661,12.214644,12397,00-0040742
Brett Toth,LT,49ers,True,2026,1.0,2.5,2.5,2.215,0.008,2.5,2.5,2.215,8620,00-0035743
Aireontae Ersery,LT,Texans,True,2025,4.0,9.211646,2.302912,7.369317,0.008,9.937492,2.484374,7.949994,12408,
Anthony Belton,LT,Packers,True,2025,4.0,8.016826,2.004207,5.848303,0.006999999999999999,8.648524,2.162132,6.309129,12414,
Patrick Paul,LT,Dolphins,True,2024,4.0,6.911696,1.727924,4.163624,0.006999999999999999,8.151147,2.037787,4.910272,11663,00-0039899
Stone Forsythe,LT,Panthers,True,2026,1.0,2.0,2.0,1.05,0.006999999999999999,2.0,2.0,1.05,9672,00-0036653
Markel Bell,LT,Eagles,True,2026,4.0,7.360984,1.840246,1.813444,0.006,7.360984,1.840246,1.813444,13212,00-0041554
Brandon Coleman,LT,Commanders,True,2024,4.0,6.058224,1.514556,1.22598,0.006,7.144624,1.786156,1.445831,11675,00-0039913
Caedan Wallace,LT,NE/MIA,True,2024,4.0,6.043304,1.510826,1.215128,0.006,7.127029,1.781757,1.433033,11676,00-0039863
Matt Goncalves,LT,Colts,True,2024,4.0,5.839038,1.45976,1.066572,0.006,6.886133,1.721534,1.257837,11687,00-0039736
Wyatt Milum,LT,Jaguars,True,2025,4.0,6.277304,1.569326,1.205312,0.006,6.771934,1.692983,1.300286,12449,00-0040146
Caleb Tiernan,LT,Vikings,True,2026,4.0,6.6939,1.673475,1.328292,0.006,6.6939,1.673475,1.328292,13241,00-0041053
Charles Grant,LT,Raiders,True,2025,4.0,6.161184,1.540296,1.12086,0.006,6.646664,1.661666,1.20918,12459,00-0040151
Justin Skule,LT,Buccaneers,True,2026,1.0,1.4025,1.4025,0.5,0.005,1.4025,1.4025,0.5,7974,00-0034989
Giovanni Manu,LT,Lions,True,2024,4.0,4.745656,1.186414,0.725656,0.005,5.596678,1.39917,0.855785,11734,00-0039362
Travis Burke,LT,Chargers,True,2026,4.0,5.543872,1.385968,1.163872,0.005,5.543872,1.385968,1.163872,13261,00-0041058
Jalen Travis,LT,Colts,True,2025,4.0,5.121268,1.280317,0.921268,0.005,5.524806,1.381202,0.993861,12487,00-0040163
Warren McClendon,LT,Rams,True,2023,4.0,4.08498,1.021245,0.24498,0.005,5.473292,1.368323,0.328238,10998,00-0039077
Carson Vinson,LT,Ravens,True,2025,4.0,4.669596,1.167399,0.469596,0.004,5.037544,1.259386,0.506599,12501,00-0040070
Walter Rouse,LT,NE/MIN,True,2024,4.0,4.246592,1.061648,0.226592,0.004,5.008119,1.25203,0.267226,11785,00-0039828
Jalen Rivers,LT,Bengals,True,2025,4.0,4.620988,1.155247,0.420988,0.004,4.985106,1.246276,0.45416,12513,00-0040180
Travis Glover,LT,Packers,True,2024,4.0,4.19138,1.047845,0.17138,0.004,4.943006,1.235751,0.202113,11810,00-0039819
Tylan Grable,LT,Bills,True,2024,4.0,4.189912,1.047478,0.169912,0.004,4.941274,1.235319,0.200382,11812,00-0039882
Nathan Thomas,LT,HOU/DAL,True,2024,4.0,4.125972,1.031493,0.105972,0.004,4.865868,1.216467,0.124976,11841,00-0039422
Ben Bartch,LT,Lions,True,2026,1.0,1.215,1.215,0.3303,0.004,1.215,1.215,0.3303,8856,00-0036272
Myles Hinton,LT,PHI/CIN,True,2025,4.0,4.433264,1.108316,0.233264,0.004,4.78259,1.195647,0.251644,12551,00-0040015
Marcus Bryant,LT,Patriots,True,2025,4.0,4.348328,1.087082,0.148328,0.004,4.690961,1.17274,0.160016,12580,00-0040226
Mason Richman,LT,Seahawks,True,2025,4.0,4.325924,1.081481,0.125924,0.004,4.666792,1.166698,0.135846,12594,00-0040652
Luke Tenuta,LT,Colts,True,2026,1.0,1.155,1.155,0.3,0.004,1.155,1.155,0.3,10254,00-0037305
Jalen Sundell,LT,Seahawks,True,2024,3.0,2.83,0.943333,0.0,0.004,3.337494,1.112498,0.0,12317,00-0039926
Dylan Cook,LT,Steelers,True,2025,2.0,2.035,1.0175,0.0,0.004,2.195351,1.097676,0.0,10515,00-0037480
Austen Pleasants,LT,49ers,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,9052,00-0035829
Diego Pounds,LT,BAL/KC,True,2026,3.0,3.125,1.041667,0.04,0.003,3.125,1.041667,0.04,13455,00-0040987
Isaiah World,LT,Chargers,True,2026,3.0,3.119,1.039667,0.534,0.003,3.119,1.039667,0.534,13596,00-0041387
Javon Foster,LT,Bengals,True,2026,1.0,1.005,1.005,0.0,0.003,1.005,1.005,0.0,11722,00-0039742
