player,position,team,is_active,year_signed,years,value,apy,guaranteed,apy_cap_pct,inflated_value,inflated_apy,inflated_guaranteed,otc_id,gsis_id
Smael Mondon Jr.,LB,Eagles,True,2025,4.0,4.59546,1.148865,0.39546,0.004,4.957566,1.239392,0.426621,12521,00-0040013
Francisco Mauigoa,LB,Jets,True,2025,4.0,4.594528,1.148632,0.394528,0.004,4.956561,1.23914,0.425615,12522,00-0040186
Justin Jefferson,LB,Browns,True,2026,4.0,4.901056,1.225264,0.521056,0.004,4.901056,1.225264,0.521056,13293,00-0041075
Jaden Dugger,LB,49ers,True,2026,4.0,4.883348,1.220837,0.503348,0.004,4.883348,1.220837,0.503348,13298,00-0041078
Jack Sanborn,LB,Bears,True,2026,1.0,1.215,1.215,0.0,0.004,1.215,1.215,0.0,10692,00-0037109
Nephi Sewell,LB,Bears,True,2026,1.0,1.215,1.215,0.0,0.004,1.215,1.215,0.0,10655,00-0037544
Joe Bachie,LB,Lions,True,2026,1.0,1.215,1.215,0.0,0.004,1.215,1.215,0.0,9386,00-0035895
Keyshaun Elliott,LB,Bears,True,2026,4.0,4.84754,1.211885,0.46754,0.004,4.84754,1.211885,0.46754,13310,00-0041085
James Williams,LB,Titans,True,2024,4.0,4.109492,1.027373,0.089492,0.004,4.846433,1.211608,0.10554,11850,00-0039430
Tatum Bethune,LB,49ers,True,2024,4.0,4.101808,1.025452,0.081808,0.004,4.837371,1.209343,0.096478,11859,00-0039435
Milo Eifler,LB,Titans,True,2026,2.0,2.405,1.2025,0.0,0.004,2.405,1.2025,0.0,9744,00-0036511
Kain Medrano,LB,Commanders,True,2025,4.0,4.408344,1.102086,0.208344,0.004,4.755706,1.188927,0.224761,12565,00-0040216
Karson Sharar,LB,Cardinals,True,2026,4.0,4.708432,1.177108,0.328432,0.004,4.708432,1.177108,0.328432,13327,00-0041093
Patrick O'Connell,LB,Seahawks,True,2025,2.0,2.175,1.0875,0.0,0.004,2.346383,1.173191,0.0,11493,00-0038764
Cody Lindenberg,LB,Raiders,True,2025,4.0,4.341168,1.085292,0.141168,0.004,4.683237,1.170809,0.152292,12582,00-0040228
Carson Bruener,LB,Steelers,True,2025,4.0,4.33694,1.084235,0.13694,0.004,4.678676,1.169669,0.14773,12586,00-0040231
Jack Kelly,LB,Giants,True,2026,4.0,4.662648,1.165662,0.282648,0.004,4.662648,1.165662,0.282648,13337,00-0041102
Segun Olubi,LB,Raiders,True,2026,1.0,1.16,1.16,0.015,0.004,1.16,1.16,0.015,10587,00-0037527
Namdi Obiazor,LB,Patriots,True,2026,4.0,4.618872,1.154718,0.238872,0.004,4.618872,1.154718,0.238872,13356,00-0041109
Zaire Barnes,LB,Giants,True,2026,1.0,1.15,1.15,0.25,0.004,1.15,1.15,0.25,11008,00-0038399
Harold Perkins Jr.,LB,Falcons,True,2026,4.0,4.586532,1.146633,0.206532,0.004,4.586532,1.146633,0.206532,13359,00-0041112
Tony Fields II,LB,Bears,True,2026,1.0,1.145,1.145,0.0,0.004,1.145,1.145,0.0,9617,00-0036634
Jackson Kuwatch,LB,Panthers,True,2026,4.0,4.53908,1.13477,0.15908,0.004,4.53908,1.13477,0.15908,13371,00-0041119
Parker Hughes,LB,Jaguars,True,2026,4.0,4.510792,1.127698,0.130792,0.004,4.510792,1.127698,0.130792,13384,00-0041127
Aiden Fisher,LB,Texans,True,2026,4.0,4.507568,1.126892,0.127568,0.004,4.507568,1.126892,0.127568,13387,00-0041449
Omar Speights,LB,Rams,True,2024,3.0,2.839,0.946333,0.009,0.004,3.348108,1.116036,0.010614,12148,00-0039774
Joe Andreessen,LB,Bills,True,2024,3.0,2.8325,0.944167,0.0025,0.004,3.340442,1.113481,0.002948,12278,00-0039763
Edefuan Ulofoshio,LB,Browns,True,2025,2.0,2.035,1.0175,0.0,0.004,2.195351,1.097676,0.0,11768,00-0039878
Shaun Dolac,LB,Rams,True,2025,3.0,2.99,0.996667,0.025,0.004,3.225602,1.075201,0.02697,12909,00-0040613
Levelle Bailey,LB,Broncos,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,12104,00-0039565
Swayze Bozeman,LB,Bengals,True,2026,1.0,1.075,1.075,0.0,0.004,1.075,1.075,0.0,12196,00-0039313
Jay Higgins,LB,Ravens,True,2025,3.0,2.985,0.995,0.03,0.004,3.220208,1.073403,0.032364,12726,00-0040100
Bam Martin-Scott,LB,Panthers,True,2025,3.0,2.98,0.993333,0.29,0.004,3.214814,1.071604,0.312851,12791,00-0040289
Austin Keys,LB,Cardinals,True,2025,3.0,2.98,0.993333,0.249,0.004,3.214814,1.071604,0.26862,12767,00-0040501
Karene Reid,LB,Broncos,True,2025,3.0,2.98,0.993333,0.249,0.004,3.214814,1.071604,0.26862,12833,00-0040449
Easton Mascarenas-Arnold,LB,Browns,True,2025,3.0,2.975,0.991667,0.11,0.004,3.20942,1.069807,0.118668,12792,00-0040261
Dorian Mausi,LB,Titans,True,2025,3.0,2.97,0.99,0.05,0.004,3.204026,1.068009,0.05394,12793,00-0040503
Marlowe Wax,LB,Chargers,True,2025,3.0,2.968,0.989333,0.003,0.004,3.201868,1.067289,0.003236,12888,00-0040460
Cooper McDonald,LB,Chiefs,True,2025,3.0,2.965,0.988333,0.0,0.004,3.198632,1.06621,0.0,12986,00-0040118
Jordan Turner,LB,Broncos,True,2025,3.0,2.965,0.988333,0.0,0.004,3.198632,1.06621,0.0,13077,00-0040634
Tahj Chambers,LB,Colts,True,2026,3.0,3.11,1.036667,0.02,0.003,3.11,1.036667,0.02,13524,00-0041227
Khalil Jacobs,LB,Patriots,True,2026,3.0,3.1,1.033333,0.0,0.003,3.1,1.033333,0.0,13416,00-0041321
Austin Ajiake,LB,Colts,True,2026,1.0,1.005,1.005,0.0,0.003,1.005,1.005,0.0,11143,00-0039178
Winston Reid,LB,Browns,True,2026,1.0,1.005,1.005,0.0,0.003,1.005,1.005,0.0,12234,00-0039515
Jackson Woodard,LB,Dolphins,True,2025,2.0,1.845,0.9225,0.0,0.003,1.99038,0.99519,0.0,12904,00-0040066
Branson Combs,LB,Jaguars,True,2025,2.0,1.845,0.9225,0.0,0.003,1.99038,0.99519,0.0,12972,00-0040326
Jared Ivey,LB,Falcons,True,2026,3.0,2.98,0.993333,0.095,0.003,2.98,0.993333,0.095,12999,00-0040056
Erick Hunter,LB,Patriots,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,13691,00-0041455
K.C. Ossai,LB,Texans,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,12989,00-0040413
Jared Bartlett,LB,JAX/CAR,True,2026,1.0,0.885,0.885,0.0,0.003,0.885,0.885,0.0,13012,00-0040395
Kristian Welch,LB,Packers,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,9333,00-0036157
Cam Jones,LB,Chiefs,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,11314,00-0038513
Buddy Johnson,LB,Bears,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,9604,00-0036870
K.J. Britt,LB,Patriots,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,9640,00-0036643
Kyle Van Noy,LB,Vikings,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,2979,00-0031360
Troy Reeder,LB,Jets,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,8482,00-0035617
Isaiah Simmons,LB,Panthers,True,2026,1.0,0.4113,0.4113,0.0,0.001,0.4113,0.4113,0.0,8748,00-0036356
Curtis Robinson,LB,Cowboys,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9804,00-0036728
Mohamoud Diabate,LB,Titans,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,11381,00-0038711
Amen Ogbongbemiga,LB,Lions,True,2026,1.0,0.3303,0.3303,0.0,0.001,0.3303,0.3303,0.0,9824,00-0036716
Cameron Robertson,LB,Cardinals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13787,00-0041367
Riley Wilson,LB,Patriots,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13853,
Eugene Asante,LB,Cardinals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12625,00-0040299
Jackson Sirmon,LB,Saints,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12021,00-0039288
Chandler Martin,LB,Giants,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12790,00-0040108
Jamie Sheriff,LB,Rams,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12331,00-0039944
Dominic DeLuca,LB,Ravens,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13466,00-0040980
Chance Campbell,LB,Eagles,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,10264,00-0037312
Caden Fordham,LB,Buccaneers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13766,00-0041338
Jack Kiser,LB,Jaguars,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12467,00-0040723
Keonta Jenkins,LB,Bills,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12910,00-0040362
Bangally Kamara,LB,Vikings,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13717,00-0041431
West Weeks,LB,Colts,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13521,00-0041236
Ben VanSumeren,LB,Chiefs,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11289,00-0038489
Darryl Peterson,LB,Rams,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13805,00-0041421
Eli Neal,LB,Rams,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11983,00-0039775
Liam Anderson,LB,Dolphins,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11222,00-0038429
Jamal Hill,LB,Texans,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11796,00-0039395
Junior Colson,LB,Chargers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11677,00-0039346
Lander Barton,LB,Chargers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13598,00-0041372
Cameron McGrone,LB,Raiders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,9641,00-0036644
Tyrel Dodson,LB,Panthers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,8394,00-0035352
Cole Christiansen,LB,Chiefs,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,9077,00-0035900
Shaq Thompson,LB,Bills,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,3873,00-0031550
Jalen Graham,LB,49ers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11079,00-0038648
Jacoby Windmon,LB,Steelers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12025,00-0039457
Jaden Keller,LB,Jets,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13454,00-0041410
Red Murdock,LB,Broncos,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13401,00-0041134
Joe Giles-Harris,LB,Bengals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,8262,00-0035363
Shaka Heyward,LB,Bengals,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11396,00-0038890
Jamon Johnson,LB,Ravens,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12689,00-0040037
Nathaniel Watson,LB,Browns,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11814,00-0039406
Yasir Holmes,LB,Buccaneers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13778,00-0041434
Justin Barron,LB,Cowboys,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12990,00-0040043
Isaiah Land,LB,Cowboys,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,11386,00-0038737
Javin Wright,LB,Buccaneers,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13780,00-0041424
Ale Kaho,LB,Commanders,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,12762,00-0040318
Wayne Matthews,LB,Bears,True,2026,1.0,0.2475,0.2475,0.0,0.001,0.2475,0.2475,0.0,13687,00-0041408
Christian Gonzalez,CB,Patriots,True,2026,4.0,135.0,33.75,53.928482,0.11199999999999999,135.0,33.75,53.928482,10841,00-0039147
Devon Witherspoon,CB,Seahawks,True,2026,4.0,132.0,33.0,59.005702,0.11,132.0,33.0,59.005702,10829,00-0039169
Ahmad Gardner,CB,NYJ/IND,True,2025,4.0,120.4,30.1,40.5,0.10800000000000001,129.887106,32.471777,43.691261,10049,00-0037190
Derek Stingley Jr.,CB,Texans,True,2025,3.0,90.0,30.0,48.026026,0.107,97.091691,32.363897,51.810312,10048,00-0037237
Denzel Ward,CB,Browns,True,2026,2.0,62.2,31.1,39.8,0.10300000000000001,62.2,31.1,39.8,6889,00-0034856
Trent McDuffie,CB,Rams,True,2026,4.0,124.0,31.0,50.0,0.10300000000000001,124.0,31.0,50.0,10066,00-0037191
Marlon Humphrey,CB,Ravens,True,2020,5.0,97.5,19.5,39.957407,0.098,148.168517,29.633703,60.722356,5600,00-0033281
Jalen Ramsey,CB,MIA/PIT,True,2024,3.0,72.3,24.1,24.235,0.094,85.265309,28.42177,28.580979,4718,00-0033055
Patrick Surtain II,CB,Broncos,True,2024,4.0,96.0,24.0,40.688565,0.094,113.215348,28.303837,47.985105,9473,00-0036874
Jaycee Horn,CB,Panthers,True,2025,4.0,100.0,25.0,46.707,0.09,107.879656,26.969914,50.387351,9472,00-0036944
DaRon Bland,CB,Cowboys,True,2025,4.0,90.0,22.5,36.346,0.081,97.091691,24.272923,39.20994,10212,00-0037275
A.J. Terrell,CB,Falcons,True,2024,4.0,81.0,20.25,42.344,0.079,95.52545,23.881363,49.937403,8756,00-0036285
Tyson Campbell,CB,JAX/CLE,True,2024,4.0,76.5,19.125,31.4,0.075,90.218481,22.55462,37.030854,9497,00-0036974
Jaylon Johnson,CB,Bears,True,2024,4.0,76.0,19.0,43.8,0.07400000000000001,89.628818,22.407204,51.654503,8790,00-0036292
Deommodore Lenoir,CB,49ers,True,2024,5.0,89.8,17.96,15.468889,0.07,105.903524,21.180705,18.242871,9636,00-0036563
Byron Murphy,CB,Vikings,True,2025,3.0,54.0,18.0,34.78,0.064,58.255014,19.418338,37.520544,7824,00-0035236
Paulson Adebo,CB,Giants,True,2025,3.0,54.0,18.0,34.75,0.064,58.255014,19.418338,37.488181,9540,00-0036937
Carlton Davis,CB,Patriots,True,2025,3.0,54.0,18.0,34.5,0.064,58.255014,19.418338,37.218481,6948,00-0034778
Charvarius Ward,CB,Colts,True,2025,3.0,54.0,18.0,27.0,0.064,58.255014,19.418338,29.127507,7354,00-0034573
Alontae Taylor,CB,Titans,True,2026,3.0,58.0,19.333333,42.0,0.064,58.0,19.333333,42.0,10094,00-0038121
Christian Benford,CB,Bills,True,2025,4.0,69.0,17.25,18.85,0.062,74.436963,18.609241,20.335315,10230,00-0037288
Zyon McCollum,CB,Buccaneers,True,2025,3.0,48.0,16.0,20.0,0.057,51.782235,17.260745,21.575931,10202,00-0037268
D.J. Reed,CB,Lions,True,2025,3.0,48.0,16.0,32.0,0.057,51.782235,17.260745,34.52149,7027,00-0034384
Jaylen Watson,CB,Rams,True,2026,3.0,51.0,17.0,26.5,0.055999999999999994,51.0,17.0,26.5,10288,00-0037195
Cordale Flott,CB,Titans,True,2026,3.0,45.0,15.0,32.0,0.05,45.0,15.0,32.0,10126,00-0037758
Kyler Gordon,CB,Bears,True,2025,3.0,40.0,13.333333,21.256,0.048,43.151862,14.383954,22.9309,10084,00-0038111
Jalen Pitre,CB,Texans,True,2025,3.0,39.0,13.0,20.656,0.047,42.073066,14.024355,22.283622,10082,00-0037246
Brandon Stephens,CB,Jets,True,2025,3.0,36.0,12.0,22.98,0.043,38.836676,12.945559,24.790745,9568,00-0036987
Marcus Jones,CB,Patriots,True,2025,3.0,36.0,12.0,17.5,0.043,38.836676,12.945559,18.87894,10130,00-0037253
Jamel Dean,CB,Steelers,True,2026,3.0,36.75,12.25,13.5,0.040999999999999995,36.75,12.25,13.5,7885,00-0035699
Taron Johnson,CB,LV/BUF,True,2024,3.0,30.75,10.25,16.65,0.04,36.264291,12.088097,19.635787,7006,00-0034376
Tariq Woolen,CB,Eagles,True,2026,1.0,12.0,12.0,12.0,0.04,12.0,12.0,12.0,10198,00-0037079
Kristian Fulton,CB,Chiefs,True,2025,2.0,20.0,10.0,15.0,0.036000000000000004,21.575931,10.787966,16.181948,8801,00-0036416
Jourdan Lewis,CB,Jaguars,True,2025,3.0,30.0,10.0,20.0,0.036000000000000004,32.363897,10.787966,21.575931,5678,00-0033928
Montaric Brown,CB,Jaguars,True,2026,3.0,31.8,10.6,20.65,0.035,31.8,10.6,20.65,10267,00-0037313
Mansoor Delane,CB,Chiefs,True,2026,4.0,41.931362,10.482841,41.931362,0.035,41.931362,10.482841,41.931362,13150,00-0041543
Eric Stokes,CB,Raiders,True,2026,3.0,30.0,10.0,20.0,0.033,30.0,10.0,20.0,9493,00-0036901
Josh Jobe,CB,Seahawks,True,2026,3.0,24.0,8.0,9.5,0.027000000000000003,24.0,8.0,9.5,10312,00-0037137
Greg Newsome II,CB,Giants,True,2026,1.0,8.0,8.0,3.0,0.027000000000000003,8.0,8.0,3.0,9490,00-0036996
Amik Robertson,CB,Commanders,True,2026,2.0,15.02,7.51,7.35,0.025,15.02,7.51,7.35,8879,00-0036375
Keisean Nixon,CB,Packers,True,2024,3.0,18.0,6.0,6.5,0.023,21.227878,7.075959,7.665623,8152,00-0035133
Donte Jackson,CB,Chargers,True,2025,2.0,13.0,6.5,7.0,0.023,14.024355,7.012178,7.551576,6940,00-0034356
Mike Hughes,CB,Falcons,True,2025,3.0,18.0,6.0,9.64,0.021,19.418338,6.472779,10.399599,6915,00-0034843
Isaiah Rodgers,CB,Vikings,True,2025,2.0,11.045,5.5225,7.995,0.02,11.915308,5.957654,8.624979,8951,00-0036222
Ja'Quan McMillian,CB,Broncos,True,2026,1.0,5.767,5.767,0.0,0.019,5.767,5.767,0.0,10386,00-0037384
Michael Jackson Sr.,CB,Panthers,True,2025,2.0,10.5,5.25,5.7,0.019,11.327364,5.663682,6.14914,7949,00-0035277
Dee Alford,CB,Bills,True,2026,3.0,15.75,5.25,7.875,0.017,15.75,5.25,7.875,10033,00-0037034
Emmanuel Forbes,CB,LAR/WAS,True,2023,4.0,15.407568,3.851892,15.407568,0.017,20.643948,5.160987,20.643948,10840,00-0039151
Benjamin St-Juste,CB,Packers,True,2026,2.0,10.0,5.0,3.0,0.017,10.0,5.0,3.0,9538,00-0036625
Chidobe Awuzie,CB,Ravens,True,2026,1.0,5.0,5.0,5.0,0.017,5.0,5.0,5.0,5646,00-0033548
Jahdae Barron,CB,Broncos,True,2025,4.0,18.073176,4.518294,18.073176,0.016,19.49728,4.87432,19.49728,12380,00-0040720
Chris Johnson,CB,Dolphins,True,2026,4.0,19.040468,4.760117,19.040468,0.016,19.040468,4.760117,19.040468,13171,00-0041533
Deonte Banks,CB,Giants,True,2023,4.0,13.579404,3.394851,13.579404,0.015,18.194468,4.548617,18.194468,10848,00-0039000
Quinyon Mitchell,CB,Eagles,True,2024,4.0,14.818096,3.704524,14.818096,0.015,17.475374,4.368843,17.475374,11630,00-0039888
Mike Ford,CB,Falcons,True,2025,1.0,4.0,4.0,1.14,0.013999999999999999,4.315186,4.315186,1.229828,7426,00-0034639
James Pierre,CB,Vikings,True,2026,2.0,8.5,4.25,3.715,0.013999999999999999,8.5,4.25,3.715,9095,00-0035795
Daxton Hill,CB,Bengals,True,2022,4.0,11.667018,2.916755,11.667018,0.013999999999999999,16.87851,4.219628,16.87851,10076,00-0037743
Maxwell Hairston,CB,Bills,True,2025,4.0,15.257982,3.814496,15.257982,0.013999999999999999,16.460259,4.115065,16.460259,12390,00-0040709
Joshua Williams,CB,Titans,True,2026,2.0,8.0,4.0,3.24,0.013000000000000001,8.0,4.0,3.24,10180,00-0038043
Asante Samuel Jr.,CB,Steelers,True,2026,1.0,4.0,4.0,2.785,0.013000000000000001,4.0,4.0,2.785,9511,00-0036617
Cobie Durant,CB,Cowboys,True,2026,1.0,4.0,4.0,1.5,0.013000000000000001,4.0,4.0,1.5,10187,00-0037839
Nate Wiggins,CB,Ravens,True,2024,4.0,12.819822,3.204956,12.819822,0.013000000000000001,15.118756,3.77969,15.118756,11638,00-0039232
Tremon Smith,CB,Texans,True,2025,2.0,6.5,3.25,4.5,0.012,7.012178,3.506089,4.854585,7081,00-0034278
Nahshon Wright,CB,Jets,True,2026,1.0,3.5,3.5,3.5,0.012,3.5,3.5,3.5,9563,00-0036986
Nate Hobbs,CB,49ers,True,2026,1.0,3.5,3.5,3.11,0.012,3.5,3.5,3.11,9631,00-0036871
Brandin Echols,CB,Steelers,True,2025,2.0,6.0,3.0,1.83,0.011000000000000001,6.472779,3.23639,1.974198,9664,00-0036504
Joey Porter Jr.,CB,Steelers,True,2023,4.0,9.618348,2.404587,8.99987,0.011000000000000001,12.887217,3.221804,12.058545,10856,00-0039167
Colton Hood,CB,Giants,True,2026,4.0,12.810362,3.202591,12.810362,0.011000000000000001,12.810362,3.202591,12.810362,13181,00-0041462
Rock Ya-Sin,CB,Lions,True,2026,1.0,3.2,3.2,2.64,0.011000000000000001,3.2,3.2,2.64,7825,00-0035637
Cameron Lewis,CB,Bears,True,2026,2.0,6.0,3.0,2.75,0.01,6.0,3.0,2.75,8399,00-0035357
Michael Carter II,CB,Eagles,True,2026,1.0,2.75,2.75,1.45,0.009000000000000001,2.75,2.75,1.45,9618,00-0036501
Julius Brents,CB,IND/MIA,True,2023,4.0,8.196936,2.049234,5.975996,0.009000000000000001,10.982727,2.745682,8.006984,10868,00-0039156
Cooper DeJean,CB,Eagles,True,2024,4.0,9.283622,2.320906,7.469987,0.009000000000000001,10.948422,2.737106,8.809554,11648,00-0039841
Kool-Aid McKinstry,CB,Saints,True,2024,4.0,9.157108,2.289277,7.282112,0.009000000000000001,10.799221,2.699805,8.587988,11649,00-0039860
Josh Blackwell,CB,Bears,True,2025,2.0,5.0,2.5,2.45,0.009000000000000001,5.393983,2.696991,2.643052,10382,00-0037129
Kamari Lassiter,CB,Texans,True,2024,4.0,9.0148,2.253698,7.090508,0.009000000000000001,10.631393,2.657846,8.362024,11650,00-0039343
Max Melton,CB,Cardinals,True,2024,4.0,8.888308,2.222077,6.931266,0.009000000000000001,10.482218,2.620554,8.174226,11651,00-0039807
Avieon Terrell,CB,Falcons,True,2026,4.0,10.308896,2.577224,10.308896,0.009000000000000001,10.308896,2.577224,10.308896,13192,00-0041469
Will Johnson,CB,Cardinals,True,2025,4.0,9.410768,2.352692,8.046753,0.008,10.152304,2.538076,8.680809,12407,00-0040751
D'Angelo Ponds,CB,Jets,True,2026,4.0,9.836918,2.45923,8.946358,0.008,9.836918,2.45923,8.946358,13194,00-0041038
Brandon Cisse,CB,Packers,True,2026,4.0,9.364942,2.341236,8.024479,0.008,9.364942,2.341236,8.024479,13196,00-0041470
Mike Sainristil,CB,Commanders,True,2024,4.0,7.702336,1.925584,5.258934,0.008,9.083569,2.270892,6.202,11658,00-0039898
Clark Phillips III,CB,Bears,True,2026,1.0,2.249,2.249,2.079,0.006999999999999999,2.249,2.249,2.079,10937,00-0038568
Benjamin Morrison,CB,Buccaneers,True,2025,4.0,8.215962,2.053991,6.192127,0.006999999999999999,8.863352,2.215838,6.680045,12413,00-0040747
Tyrique Stevenson,CB,Bears,True,2023,4.0,6.449502,1.612376,3.483707,0.006999999999999999,8.641415,2.160354,4.667671,10880,00-0039071
Siran Neal,CB,49ers,True,2025,2.0,4.0,2.0,2.255,0.006999999999999999,4.315186,2.157593,2.432686,7039,00-0034391
D.J. Turner,CB,Bengals,True,2023,4.0,6.16004,1.54001,3.26003,0.006999999999999999,8.253577,2.063394,4.367976,10884,00-0038549
Jaylon Jones,CB,Titans,True,2026,1.0,2.0,2.0,0.5,0.006999999999999999,2.0,2.0,0.5,11045,00-0038407
Deane Leonard,CB,Chargers,True,2026,1.0,2.0,2.0,1.215,0.006999999999999999,2.0,2.0,1.215,10281,00-0037320
Jonathan Jones,CB,Eagles,True,2026,1.0,2.0,2.0,2.0,0.006999999999999999,2.0,2.0,2.0,5225,00-0032580
Davison Igbinosun,CB,Bills,True,2026,4.0,7.94901,1.987253,5.738907,0.006999999999999999,7.94901,1.987253,5.738907,13206,00-0041391
Trey Amos,CB,Commanders,True,2025,4.0,7.28002,1.820005,4.568725,0.006999999999999999,7.853661,1.963415,4.928725,12421,00-0040731
Ennis Rakestraw,CB,Lions,True,2024,4.0,6.484746,1.621187,3.420941,0.006,7.647633,1.911909,4.034407,11669,00-0039862
Garrett Williams,CB,Cardinals,True,2023,4.0,5.63493,1.408733,1.098132,0.006,7.550004,1.887502,1.471341,10896,00-0039007
Renardo Green,CB,49ers,True,2024,4.0,6.389874,1.597469,3.347629,0.006,7.535748,1.883938,3.947948,11672,00-0039345
Riley Moss,CB,Broncos,True,2023,4.0,5.44749,1.361873,0.961812,0.006,7.298861,1.824716,1.288691,10907,00-0038552
Darien Porter,CB,Raiders,True,2025,4.0,6.724094,1.681024,1.530248,0.006,7.253929,1.813483,1.650826,12428,00-0040641
Tacario Davis,CB,Bengals,True,2026,4.0,7.23642,1.809105,1.722852,0.006,7.23642,1.809105,1.722852,13216,00-0041464
Rasul Douglas,CB,Commanders,True,2026,1.0,1.805,1.805,0.58,0.006,1.805,1.805,0.58,5685,00-0033551
Khalil Dorsey,CB,Lions,True,2025,2.0,3.3,1.65,0.3,0.006,3.560029,1.780014,0.323639,9324,00-0036124
Azareye'h Thomas,CB,Jets,True,2025,4.0,6.593646,1.648412,1.43538,0.006,7.113203,1.778301,1.548483,12433,00-0040133
Andru Phillips,CB,Giants,True,2024,4.0,5.995942,1.498986,1.180684,0.006,7.071174,1.767794,1.392412,11678,00-0039821
Shavon Revel,CB,Cowboys,True,2025,4.0,6.506756,1.626689,1.372176,0.006,7.019466,1.754867,1.480299,12436,00-0040008
Justin Walley,CB,Colts,True,2025,4.0,6.444016,1.611004,1.326556,0.006,6.951782,1.737946,1.431084,12440,00-0040139
Daylen Everette,CB,Steelers,True,2026,4.0,6.900494,1.725124,1.47854,0.006,6.900494,1.725124,1.47854,13229,00-0041393
Jacob Parrish,CB,Buccaneers,True,2025,4.0,6.348646,1.587162,1.257196,0.006,6.848897,1.712225,1.356259,12444,00-0040143
Nohl Williams,CB,Chiefs,True,2025,4.0,6.335512,1.583878,1.247644,0.006,6.834729,1.708682,1.345954,12445,00-0040670
Julian Neal,CB,Seahawks,True,2026,4.0,6.6939,1.673475,1.328292,0.006,6.6939,1.673475,1.328292,13243,00-0040873
Jaylin Smith,CB,Texans,True,2025,4.0,6.161184,1.540296,1.12086,0.006,6.646664,1.661666,1.20918,12457,00-0040149
