season,season_type,week,game_id,game_date,home_team,away_team,team,opponent,off_plays,off_epa_total,off_epa_per_play,off_success_rate,yards_gained,pass_attempts,rush_attempts,turnovers,touchdowns,def_plays,def_epa_allowed_total,def_epa_allowed_per_play,def_success_allowed,yards_allowed,takeaways,penalties_committed,penalty_yards_committed,is_home,home_away,pass_rate,points_for,points_against,opp_season_off_epa_per_play,opp_season_def_epa_allowed_per_play,off_adj_epa,def_adj_epa,point_diff,turnover_margin,opp_penalty_yards_committed,penalty_yards_margin,success_margin,estat_game
2005,REG,1,2005_01_OAK_NE,2005-09-08,NE,LV,NE,LV,71,6.603250537300559,0.09300352869437407,0.4225352112676056,380.0,38.0,28.0,0.0,4.0,75,-1.877348253741852,-0.02503131004989136,0.3466666666666667,351.0,1.0,6.0,36.0,1,Home,0.5757575757575758,30.0,20.0,-0.049637708759237766,0.03395917470355954,0.059044353990814535,-0.024606398709346406,10.0,1.0,129.0,93.0,0.07586854460093895,0.14716203657268118
2005,REG,1,2005_01_NO_CAR,2005-09-11,CAR,NO,NO,CAR,64,6.9145638523221535,0.10804006019253365,0.46875,291.0,25.0,33.0,1.0,2.0,65,4.46191230061512,0.06864480462484801,0.4153846153846154,350.0,3.0,8.0,64.0,0,Away,0.43103448275862066,23.0,20.0,-0.003983098244703323,-0.13188516206356976,0.2399252222561034,-0.07262790286955133,3.0,2.0,66.0,2.0,0.05336538461538459,0.21345546621615932
2005,REG,1,2005_01_ARI_NYG,2005-09-11,NYG,ARI,NYG,ARI,54,-2.220081450301211,-0.041112619450022425,0.37037037037037035,278.0,26.0,23.0,2.0,5.0,87,-14.725109459348637,-0.169254131716651,0.3563218390804598,320.0,2.0,4.0,22.0,1,Home,0.5306122448979592,42.0,19.0,-0.0959561421542057,-0.06011189190362729,0.018999272453604867,0.07329798956244529,23.0,0.0,46.0,24.0,0.01404853128991057,0.05272375793541112
2005,REG,1,2005_01_NYJ_KC,2005-09-11,KC,NYJ,NYJ,KC,74,-8.832227137480938,-0.11935442077676943,0.3918918918918919,390.0,47.0,23.0,3.0,1.0,64,12.377084052622276,0.19339193832222307,0.5,390.0,1.0,7.0,70.0,0,Away,0.6714285714285714,7.0,27.0,0.08530792348303068,-0.01363872213750569,-0.10571569863926374,-0.10808401483919239,-20.0,-2.0,21.0,-49.0,-0.10810810810810811,-0.26573069620219325
2005,REG,1,2005_01_PHI_ATL,2005-09-12,ATL,PHI,PHI,ATL,69,-14.902434626036372,-0.215977313420817,0.3333333333333333,301.0,47.0,14.0,3.0,1.0,68,-13.689174138475174,-0.2013113843893408,0.3235294117647059,322.0,3.0,8.0,55.0,0,Away,0.7704918032786885,10.0,14.0,-0.022449623359718583,-0.03124312578991062,-0.18473418763090638,0.1788617610296222,-4.0,0.0,68.0,13.0,0.009803921568627416,0.0064314215163490795
2005,REG,1,2005_01_TEN_PIT,2005-09-11,PIT,TEN,PIT,TEN,53,20.244350894478636,0.3819688848014837,0.4528301886792453,424.0,11.0,41.0,0.0,4.0,57,-5.320819828681399,-0.09334771629265613,0.38596491228070173,304.0,4.0,2.0,20.0,1,Home,0.21153846153846154,34.0,7.0,-0.12430616979606562,0.046323673316930505,0.33564521148455323,-0.03095845350340949,27.0,4.0,39.0,19.0,0.06686527639854356,0.4199612308323119
2005,REG,1,2005_01_SEA_JAX,2005-09-11,JAX,SEA,SEA,JAX,64,-4.716441052965824,-0.073694391452591,0.46875,325.0,39.0,19.0,4.0,2.0,69,1.6537580484041463,0.02396750794788618,0.4492753623188406,363.0,0.0,4.0,26.0,0,Away,0.6724137931034483,14.0,26.0,-0.008158951628327039,-0.07434908905636946,0.0006546976037784535,-0.03212645957621322,-12.0,-4.0,31.0,5.0,0.019474637681159424,-0.287641241020858
2005,REG,1,2005_01_STL_SF,2005-09-11,SF,LA,SF,LA,46,-0.19548442396692467,-0.0042496613905853185,0.34782608695652173,219.0,20.0,19.0,2.0,3.0,93,10.434863563856098,0.11220283401995804,0.43010752688172044,405.0,1.0,4.0,20.0,1,Home,0.5128205128205128,28.0,25.0,-0.035726853950236635,0.032353422357550767,-0.03660308374813608,-0.14792968797019468,3.0,-1.0,38.0,18.0,-0.08228143992519871,-0.1412412526798522
2005,REG,1,2005_01_TB_MIN,2005-09-11,MIN,TB,TB,MIN,67,-6.662542593672288,-0.09944093423391476,0.29850746268656714,347.0,31.0,29.0,2.0,4.0,61,-21.912624927109597,-0.3592233594608131,0.32786885245901637,248.0,5.0,12.0,89.0,0,Away,0.5166666666666667,24.0,13.0,-0.08288193087956401,-0.047581803472309184,-0.051859130761605574,0.27634142858124905,11.0,3.0,50.0,-39.0,-0.02936138977244923,0.2734567801506125
2005,REG,1,2005_01_TEN_PIT,2005-09-11,PIT,TEN,TEN,PIT,57,-5.320819828681399,-0.09334771629265613,0.38596491228070173,304.0,30.0,22.0,4.0,1.0,53,20.244350894478636,0.3819688848014837,0.4528301886792453,424.0,0.0,6.0,39.0,0,Away,0.5769230769230769,7.0,34.0,0.06640362789504439,-0.08588615262437502,-0.007461563668281115,-0.31556525690643933,-27.0,-4.0,20.0,-19.0,-0.06686527639854356,-0.4272972558697426
2005,REG,1,2005_01_CHI_WAS,2005-09-11,WAS,CHI,WAS,CHI,69,-2.2088003081636285,-0.03201159866903809,0.391304347826087,326.0,28.0,37.0,2.0,0.0,56,-11.959048564895067,-0.21355443865884047,0.3392857142857143,166.0,2.0,4.0,30.0,1,Home,0.4307692307692308,9.0,7.0,-0.14101099253549185,-0.15096202011900584,0.11895042144996774,0.07254344612334862,2.0,0.0,86.0,56.0,0.05201863354037267,0.11539941038336383
2005,REG,2,2005_02_STL_ARI,2005-09-18,ARI,LA,ARI,LA,70,-12.47103083931388,-0.17815758341876972,0.37142857142857144,379.0,47.0,16.0,2.0,0.0,57,-0.7911692328905172,-0.01388016198053539,0.38596491228070173,297.0,1.0,8.0,72.0,1,Home,0.746031746031746,12.0,17.0,-0.035726853950236635,0.032353422357550767,-0.21051100577632048,-0.021846691969701244,-5.0,-1.0,20.0,-52.0,-0.014536340852130292,-0.19559671318362173
2005,REG,2,2005_02_ATL_SEA,2005-09-18,SEA,ATL,ATL,SEA,56,-1.7142433440669997,-0.03061148828691071,0.3392857142857143,225.0,24.0,28.0,0.0,2.0,72,7.6521353570278965,0.10627965773649856,0.4444444444444444,430.0,1.0,3.0,24.0,0,Away,0.46153846153846156,18.0,21.0,0.12833737438435944,-0.0840454350322856,0.0534339467453749,0.02205771664786088,-3.0,1.0,59.0,35.0,-0.10515873015873012,0.11068079234142131
2005,REG,2,2005_02_BAL_TEN,2005-09-18,TEN,BAL,BAL,TEN,67,-18.615366443373134,-0.277841290199599,0.2835820895522388,182.0,47.0,13.0,2.0,2.0,69,-13.643479967234574,-0.1977315937280373,0.2463768115942029,292.0,1.0,8.0,51.0,0,Away,0.7833333333333333,10.0,25.0,-0.12430616979606562,0.046323673316930505,-0.3241649635165295,0.07342542393197168,-15.0,-1.0,47.0,-4.0,0.03720527795803588,-0.16897528803801956
2005,REG,2,2005_02_BUF_TB,2005-09-18,TB,BUF,BUF,TB,53,-14.333330306151195,-0.2704401944556829,0.2830188679245283,147.0,33.0,17.0,0.0,0.0,65,2.160145249138654,0.03323300383290237,0.38461538461538464,320.0,0.0,2.0,15.0,0,Away,0.66,3.0,19.0,-0.08285834394520768,-0.11694023605549589,-0.15349995840018701,-0.11609134777811005,-16.0,0.0,45.0,30.0,-0.10159651669085634,-0.09999617414040447
