season,team,games,points_for,points_against,point_diff,off_plays,off_epa_total,off_epa_per_play,off_adj_epa,off_success_rate,yards_gained,pass_attempts,rush_attempts,pass_rate,turnovers,def_epa_allowed_per_play,def_adj_epa,def_success_allowed,yards_allowed,takeaways,penalties_committed,penalty_yards_committed,penalty_yards_margin,turnover_margin,estat_raw,point_diff_per_game,turnover_margin_per_game,penalty_yards_margin_per_game,success_margin,yards_per_play,off_z,def_z,pd_z,success_z,turnover_z,penalty_z,offense_estat,defense_estat,overall_estat,schedule_strength,schedule_strength_z,overall_rank,offense_rank,defense_rank,sos_rank
2005,LV,16,0.0,0.0,0.0,1110,-52.833608605202365,-0.049637708759237766,-0.01728802024859446,0.39281894655674204,4971.0,637.0,357.0,0.6387958766006406,21.0,0.03395917470355954,-0.05036307551747299,0.4261302045291462,5303.0,19.0,131.0,989.0,-296.0,-2.0,-0.05024156410366739,0.0,-0.125,-18.5,-0.03331125797240414,4.478378378378379,-0.16123542203262567,-0.8717346152242007,0.029346538455983645,-0.7002122697012164,-0.169190748598583,-1.8584131234382253,97.58146866951061,86.92398077163699,92.82825074546679,102.80311528022297,1.1817216754769424,23,17,25,5
2005,LA,16,0.0,0.0,0.0,1116,-36.42098701249249,-0.035726853950236635,-0.006492563769553183,0.4273796993297037,5576.0,646.0,375.0,0.6276371639626502,37.0,0.032353422357550767,-0.08511567194272748,0.43469152408450795,5622.0,24.0,116.0,792.0,128.0,-13.0,-0.0894494767603927,0.0,-0.8125,8.0,-0.007311824754804241,4.996415770609319,-0.037397206777383375,-1.4960036586475272,0.029346538455983645,-0.12252843690868073,-1.2955483958708283,0.8389769480744792,99.43904189833925,77.5599451202871,91.90725064503849,97.94751172355137,-1.373136794244694,24,16,30,29
2005,DET,16,254.0,345.0,-91.0,1034,-119.12296972551198,-0.11288018437056992,-0.04476730904424485,0.3771349174405668,4324.0,551.0,399.0,0.5775005102610474,28.0,-0.02533727570234137,-0.03935436674647515,0.4207188877730844,5171.0,31.0,103.0,737.0,2.0,3.0,-0.024807067349539767,-5.6875,0.1875,0.125,-0.043583970332517596,4.181818181818182,-0.4764593393855799,-0.6739825966497647,-0.9046605681631655,-0.9284626242261917,0.34279000016152844,0.03739404946457177,92.8531099092163,89.89026105025353,91.07524092739357,100.60723108021816,0.026319822456664584,25,20,24,15
2005,CLE,16,232.0,301.0,-69.0,991,-135.55627643620275,-0.13450195175213103,-0.09600255016029798,0.38854458216389776,4562.0,541.0,386.0,0.5824200001252295,30.0,-0.021840188237397078,-0.01401049857955916,0.4153188321609546,5088.0,21.0,79.0,581.0,47.0,-9.0,-0.08429514449564855,-4.3125,-0.5625,2.9375,-0.026774249997056854,4.60343087790111,-1.0641955625181756,-0.21872474645615353,-0.6788566522772174,-0.5549658794976917,-0.8859637968627391,0.32367365611096727,84.03706656222737,96.7191288031577,90.66614907166604,100.55783668100868,0.00033011845709737787,26,29,20,16
2005,NYJ,16,240.0,355.0,-115.0,987,-128.76331406816107,-0.14283579912254873,-0.10769100895141437,0.3891961497687693,3963.0,525.0,381.0,0.5869163324694122,28.0,-0.009525110213644787,-0.015939244781243474,0.42634599567392534,4962.0,28.0,90.0,720.0,110.0,0.0,-0.04904208608357875,-7.1875,0.0,6.875,-0.03714984590515602,4.015197568389058,-1.1982776996271056,-0.2533712670095606,-1.150992112766018,-0.7855022131759145,0.03560155090546157,0.724465105415921,82.02583450559342,96.19943099485658,89.47385834265356,101.14470413591613,0.3091204202753236,27,31,22,11
2005,NO,16,235.0,398.0,-163.0,1106,-118.89864004223699,-0.10831861127200039,-0.05265605507950224,0.39994686920418343,5036.0,590.0,417.0,0.5836920795671997,37.0,0.022087568033718016,-0.07987875179310894,0.39723583783045124,5011.0,18.0,109.0,915.0,-75.0,-19.0,-0.13868031961167127,-10.1875,-1.1875,-4.6875,0.0027110313737321867,4.5533453887884265,-0.5669537276038819,-1.4019316332862517,-1.6436552019717232,0.10017033869161207,-1.9099252943829619,-0.45246216635259384,91.49569408594178,78.97102550070622,85.45814539965338,100.12102160523692,-0.22950756969275146,28,22,29,19
2005,BUF,16,271.0,367.0,-96.0,1011,-93.07971160942823,-0.10646784705976044,-0.08413083767936608,0.37919604252299277,4120.0,498.0,421.0,0.5507616662486974,25.0,0.039936187427266526,-0.06497457237512863,0.45670042671686645,5503.0,29.0,103.0,745.0,40.0,4.0,-0.04839260244118524,-6.0,0.25,2.5,-0.07750438419387368,4.075173095944609,-0.9280112623437233,-1.1342043615043114,-0.9559796399554266,-1.6821434650866964,0.4451861499135507,0.2791412728548613,86.07983106484414,82.98693457743533,85.37731173653299,99.99498850176427,-0.2958220325837717,29,25,26,20
2005,TEN,16,299.0,421.0,-122.0,1088,-140.64076688436467,-0.12430616979606562,-0.10306484880647723,0.3949936706854228,5130.0,619.0,390.0,0.6121255990536284,26.0,0.046323673316930505,-0.07084671644649457,0.43947206972554465,5128.0,19.0,107.0,836.0,-310.0,-7.0,-0.11626246600520092,-7.625,-0.4375,-19.375,-0.04447839904012185,4.7150735294117645,-1.145209502191806,-1.239687063211504,-1.2228388132751835,-0.9483360191438444,-0.6811714973586945,-1.9474778899504372,82.82185746712291,81.40469405182745,82.79122696003796,99.63849101792948,-0.483399252465802,30,30,28,23
2005,HOU,16,260.0,431.0,-171.0,1013,-111.09623668281519,-0.11623304964215882,-0.0893415466202713,0.38863548265938613,4060.0,516.0,433.0,0.5415429835159477,22.0,0.10726122105082003,-0.12694600377552925,0.4599783797692317,5843.0,14.0,97.0,759.0,-119.0,-8.0,-0.1331118098693048,-10.6875,-0.5,-7.4375,-0.0713428971098456,4.007897334649556,-0.9877850103745749,-2.2474117238120357,-1.7257657168393408,-1.5452408086090326,-0.7835676471107168,-0.7323800039624028,85.18322484438137,66.28882414281946,76.92953298265209,100.72128961142505,0.08633366030336306,31,27,32,14
2005,SF,16,239.0,428.0,-189.0,964,-202.5756221615167,-0.21643788491675012,-0.16937286197531534,0.3268469477523753,3595.0,437.0,422.0,0.5134717421782324,32.0,0.05379527407560608,-0.08601044443553955,0.4511636494612857,6295.0,22.0,94.0,662.0,79.0,-10.0,-0.15537249273523301,-11.8125,-0.625,4.9375,-0.12431670170891035,3.729253112033195,-1.9058504277415573,-1.5120766668721264,-1.9105143752914802,-2.7222707162331328,-0.9883599466147613,0.5272502652817375,71.41224358387664,77.3188499969181,73.39504629373933,101.92776560383706,0.7211415419094422,32,32,31,9
2006,BAL,17,359.0,216.0,143.0,1109,-53.901893920999996,-0.05308062531365781,-0.014845306313980422,0.3866237646829944,5346.0,567.0,466.0,0.5477298492040285,26.0,-0.21710932943200184,0.15838453998359808,0.3709088390408839,4499.0,41.0,96.0,735.0,-291.0,15.0,0.11048130367911693,8.411764705882353,0.8823529411764706,-17.11764705882353,0.015714925642110522,4.820559062218215,-0.14357982402672229,2.6754949685802134,1.7796263179570708,0.5300676637114986,1.6624877209812308,-1.7975817205713491,97.84630263959916,140.1324245287032,117.52712994201818,99.01524787254824,-0.6666327169342197,1,17,1,23
2006,NE,19,480.0,312.0,168.0,1305,69.801863422,0.054086003989840925,0.10538888344598356,0.43457523532332015,6413.0,681.0,548.0,0.5528105947686504,32.0,-0.09586279140253545,0.05001589563586306,0.3943143349156831,5877.0,38.0,104.0,973.0,-101.0,6.0,0.08510379114718658,8.842105263157896,0.3157894736842105,-5.315789473684211,0.04026090040763708,4.914176245210728,1.27888777297154,0.855345062170616,1.868355188670049,1.3072887757584066,0.6084716148119076,-0.5491399792985945,119.1833165945731,112.83017593255924,117.14102888297187,101.58690527467385,0.5486602873830811,2,3,5,9
2006,IND,20,532.0,425.0,107.0,1378,140.781490408,0.1099227244908931,0.15995546507955719,0.49964209513354196,7668.0,730.0,568.0,0.5634639054793945,26.0,-0.013387181808273732,-0.019237946351938505,0.44742113550851403,6282.0,38.0,85.0,649.0,111.0,12.0,0.10683910345355027,5.35,0.6,5.55,0.05222095962502793,5.564586357039187,1.9244545157397848,-0.3078361769350723,1.1483427446362113,1.685990807919808,1.1372075631525846,0.600281205711354,128.86681773609678,95.38245734597392,115.11622750175258,102.87762379943862,1.1586175827805323,3,2,19,3
2006,LAC,17,0.0,0.0,0.0,1121,124.951283364,0.1139289739451497,0.16478522808060156,0.4414565179910307,6199.0,528.0,549.0,0.4872552274334523,15.0,-0.07996212439736641,0.0010485739230292025,0.3835052668259658,5155.0,31.0,81.0,690.0,-109.0,16.0,0.13416394003560586,0.0,0.9411764705882353,-6.411764705882353,0.05795125116506489,5.529884032114183,1.9815945138042483,0.032894374804367445,0.0452641472580718,1.8674341445827094,1.7719210871955322,-0.6650760696476383,129.72391770706372,100.49341562206551,114.9300040655944,98.07401793381234,-1.1114315299698416,4,1,15,27
2006,JAX,16,371.0,274.0,97.0,1033,0.787650968000011,0.009298304104688734,0.030549110614531003,0.4170496079519213,5441.0,478.0,495.0,0.4919866403004878,21.0,-0.11146978663986391,0.08970972060405694,0.39411089453958326,4552.0,25.0,86.0,702.0,-123.0,4.0,0.06328490382866898,6.0625,0.25,-7.6875,0.022938713412338052,5.267182962245886,0.39347280047508426,1.522038940605269,1.2952480718571318,0.7588009048069925,0.4860790341774917,-0.8000278075839459,105.90209200712627,122.83058410907904,113.39178350482946,101.02402419303442,0.2826585096137945,5,10,3,15
2006,CHI,19,510.0,322.0,188.0,1306,-78.272102996,-0.08266912500077124,-0.03234137041346354,0.3955651067501922,6205.0,633.0,580.0,0.5227310205702297,38.0,-0.16878942771392452,0.09725992107720387,0.38971069780505624,5846.0,48.0,102.0,801.0,232.0,10.0,0.07072128221264133,9.894736842105264,0.5263157894736842,12.210526315789474,0.005854408945135947,4.75114854517611,-0.3505723966568951,1.6488514219026722,2.085389836457189,0.21784532070872403,1.0001278728420386,1.3048549570458612,94.74141405014657,124.73277132854008,112.66185371438408,97.97896657874432,-1.1563501286795954,6,22,2,29
2006,PIT,16,353.0,315.0,38.0,1063,-4.814006952999998,-0.008947453152791081,0.0584505034066692,0.42054892041423886,5738.0,567.0,451.0,0.5599061507489914,34.0,-0.09758076580284698,0.029009898934700257,0.3804066038506069,4821.0,29.0,50.0,412.0,276.0,-5.0,0.027473392592910983,2.375,-0.3125,17.25,0.040142316563631986,5.397930385700847,0.7235688175661661,0.5025302497330282,0.5349485713278067,1.3035339496417482,-0.5603775302467647,1.8379480956494094,110.8535322634925,107.53795374599542,109.89271171131101,100.9111074062545,0.22929721003703155,7,9,9,16
2006,NO,18,454.0,385.0,69.0,1255,59.22717272499999,0.045016454939083905,0.09377345626929479,0.43971706983403946,7111.0,691.0,493.0,0.5876176930589562,27.0,-0.04081784620548173,-0.02054642494097408,0.38485911558513813,5630.0,17.0,75.0,541.0,62.0,-10.0,-0.0020456142660038143,3.8333333333333335,-0.5555555555555556,3.4444444444444446,0.05485795424890133,5.66613545816733,1.1414678858569138,-0.3298132644561625,0.8356319896162403,1.7694883228323977,-1.0125501198128015,0.3775481804091114,117.1220182878537,95.05280103315756,108.62068555469348,98.78492650777181,-0.7754761200742527,8,5,20,25
2006,PHI,18,445.0,375.0,70.0,1160,42.394933509,0.04498648398501933,0.06362845322111109,0.41452631275945007,6759.0,635.0,456.0,0.5824139640937754,21.0,-0.05830096668509818,0.026825557250500735,0.42362078227179106,5999.0,30.0,104.0,915.0,-112.0,9.0,0.06653882390407731,3.888888888888889,0.5,-6.222222222222222,-0.009094469512340997,5.826724137931034,0.784828146918584,0.4658422452277338,0.8470865960272282,-0.2554943632744904,0.9511708405882723,-0.6450256033003932,111.77242220377876,106.987633678416,107.6675671494846,99.05907612682154,-0.6459207158854999,9,8,10,22
2006,DAL,17,445.0,371.0,74.0,1143,60.148325679,0.054971312544231786,0.07450518724614501,0.4406481425385631,6076.0,576.0,488.0,0.545130417006202,29.0,-0.037771859518597704,-0.0016032838597300953,0.4191197695150108,5511.0,30.0,98.0,894.0,-119.0,1.0,0.03123124571574473,4.352941176470588,0.058823529411764705,-7.0,0.021528373023552316,5.31583552055993,0.9135086972900484,-0.011645987623833228,0.9427662495778335,0.7141440380169152,0.13042059398101244,-0.7273016548632268,113.70263045935073,99.82531018564251,107.59608621957777,98.13047156736803,-1.0847531295453468,10,6,16,26
2006,CIN,16,373.0,331.0,42.0,1053,27.889327426999998,0.022773535011563893,0.0965374197416258,0.442049837778409,5475.0,556.0,421.0,0.5702810456088111,23.0,-0.000528050981523729,-0.055512903553137795,0.43867218996044355,5691.0,27.0,77.0,556.0,114.0,4.0,0.038522571257191746,2.625,0.25,7.125,0.0033776478179654568,5.199430199430199,1.1741678066242665,-0.9171070629204151,0.5864943001772525,0.1394214220482584,0.4860790341774917,0.7668902101260923,117.612517099364,86.24339405619378,103.64556730211784,102.67978475119202,1.0651244094223065,11,4,28,4
2006,DEN,16,319.0,305.0,14.0,1011,-53.585866358,-0.05314990769869128,0.001820617728664948,0.4011681885907421,4966.0,484.0,473.0,0.5057817036683171,28.0,-0.07976786422548594,0.03613277637821872,0.41469093257120315,5228.0,27.0,51.0,334.0,326.0,-1.0,0.02167908324470736,0.875,-0.0625,20.375,-0.01352274398046105,4.911968348170128,0.053591521095871786,0.6221654522422135,0.225674198231132,-0.39571077103332747,-0.09528572383598405,2.1685215171072234,100.80387281643807,109.3324817836332,103.5341087638869,101.24246943768482,0.3858895921952378,12,14,8,13
2006,MIA,16,260.0,283.0,-23.0,1084,-115.80924579999999,-0.10921014928842779,-0.05176892939380718,0.4109382331798323,4973.0,628.0,393.0,0.6146703721294354,24.0,-0.09003076548396576,0.04340027434071467,0.3689268758704951,4632.0,24.0,77.0,653.0,-69.0,0.0,-0.0017338262903032892,-1.4375,0.0,-4.3125,0.042011357309337194,4.587638376383764,-0.5804161141010115,0.7442296878510206,-0.2511237936262414,1.3627150553307412,0.020987227766711105,-0.4430085124095068,91.29375828848482,111.16344531776531,103.06092417928093,102.04776890242123,0.7664514839408866,13,27,6,7
